year,Month Week,region,AveragePrice,4046,4225,4770,Small Bags,Large Bags,XLarge Bags,Season,Total Small Avocados,Total Large Avocados,Total XLarge Avocados,type_organic
2017,09/10,HarrisburgScranton,1.51,32675,97799,61,44252,1741,4343,Fall,76927,99540,4404,False
2017,09/03,HarrisburgScranton,1.53,39153,117858,49,52253,599,2913,Fall,91406,118457,2962,False
2017,08/27,HarrisburgScranton,1.48,40614,112224,30,60211,245,730,Summer,100825,112469,760,False
2017,08/20,HarrisburgScranton,1.47,40413,104200,62,60759,3437,4062,Summer,101172,107637,4124,False
2017,08/13,HarrisburgScranton,1.43,42116,127782,58,55944,9001,3326,Summer,98060,136783,3384,False
2017,08/06,HarrisburgScranton,1.37,42012,129112,58,59348,2124,3246,Summer,101360,131236,3304,False
2017,07/30,HarrisburgScranton,1.36,41369,115565,55,64199,285,1283,Summer,105568,115850,1338,False
2017,07/23,HarrisburgScranton,1.38,44426,116786,100,58580,1086,3226,Summer,103006,117872,3326,False
2017,07/16,HarrisburgScranton,1.38,42951,120360,131,53141,3621,4228,Summer,96092,123981,4359,False
2017,07/09,HarrisburgScranton,1.47,41065,129466,176,49614,8987,8135,Summer,90679,138453,8311,False
2017,07/02,HarrisburgScranton,1.48,40997,111399,155,61049,5973,6540,Summer,102046,117372,6695,False
2017,06/25,HarrisburgScranton,1.46,40132,121032,92,52906,2108,6175,Summer,93038,123140,6267,False
2017,06/18,HarrisburgScranton,1.5,45186,131057,86,55129,2569,4358,Summer,100315,133626,4444,False
2017,06/11,HarrisburgScranton,1.5,50902,115824,93,58868,4122,2916,Summer,109770,119946,3009,False
2017,06/04,HarrisburgScranton,1.55,50484,118452,139,75848,1879,256,Summer,126332,120331,395,False
2017,05/28,HarrisburgScranton,1.56,53527,137082,170,80202,4474,30,Spring,133729,141556,200,False
2017,05/21,HarrisburgScranton,1.51,52736,119601,179,70371,1749,0,Spring,123107,121350,179,False
2017,05/14,HarrisburgScranton,1.54,52237,95012,152,90107,1469,56,Spring,142344,96481,208,False
2017,05/07,HarrisburgScranton,1.51,53636,140316,208,101118,5671,229,Spring,154754,145987,437,False
2017,04/30,HarrisburgScranton,1.48,54369,135977,123,76015,2179,166,Spring,130384,138156,289,False
2017,04/23,HarrisburgScranton,1.49,53508,103642,52,61430,7047,0,Spring,114938,110689,52,False
2017,04/16,HarrisburgScranton,1.56,50600,123726,83,74662,12787,0,Spring,125262,136513,83,False
2017,04/09,HarrisburgScranton,1.48,47837,121350,124,78470,3892,0,Spring,126307,125242,124,False
2017,04/02,HarrisburgScranton,1.46,53424,110824,74,73919,1170,0,Spring,127343,111994,74,False
2017,03/26,HarrisburgScranton,1.38,52944,131659,340,68119,1536,0,Spring,121063,133195,340,False
2017,03/19,HarrisburgScranton,1.4,59161,118545,245,58499,6729,84,Spring,117660,125274,329,False
2017,03/12,HarrisburgScranton,1.42,51306,126552,107,64446,3514,0,Spring,115752,130066,107,False
2017,03/05,HarrisburgScranton,1.19,53961,151537,745,66399,841,0,Spring,120360,152378,745,False
2017,02/26,HarrisburgScranton,1.29,52855,139066,100,66310,2332,77,Winter,119165,141398,177,False
2017,02/19,HarrisburgScranton,1.28,56042,104680,184,61717,1915,0,Winter,117759,106595,184,False
2017,02/12,HarrisburgScranton,1.13,105170,106548,367,57944,6589,134,Winter,163114,113137,501,False
2017,02/05,HarrisburgScranton,1.14,117876,153442,4525,67100,5107,329,Winter,184976,158549,4854,False
2017,01/29,HarrisburgScranton,1.25,64322,129735,1855,70448,1418,136,Winter,134770,131153,1991,False
2017,01/22,HarrisburgScranton,1.4,49774,135845,3688,74174,3242,126,Winter,123948,139087,3814,False
2017,01/15,HarrisburgScranton,1.44,47536,126095,791,75330,1793,0,Winter,122866,127888,791,False
2017,01/08,HarrisburgScranton,1.3,51590,153751,98,67890,1733,0,Winter,119480,155484,98,False
2017,01/01,HarrisburgScranton,1.35,41800,136109,420,52817,4281,0,Winter,94617,140390,420,False
2017,12/31,HartfordSpringfield,1.42,4805,183945,178,48824,7447,1,Winter,53629,191392,179,False
2017,12/24,HartfordSpringfield,1.5,5610,161963,198,53040,5162,15,Winter,58650,167125,213,False
2017,12/17,HartfordSpringfield,1.44,6271,160129,112,56644,5133,0,Winter,62915,165262,112,False
2017,12/10,HartfordSpringfield,1.14,18098,359319,162,58863,10673,6,Winter,76961,369992,168,False
2017,12/03,HartfordSpringfield,1.55,5716,166828,171,47328,11166,0,Winter,53044,177994,171,False
2017,11/26,HartfordSpringfield,1.38,5695,153323,88,42139,28155,0,Fall,47834,181478,88,False
2017,11/19,HartfordSpringfield,1.38,4591,169972,131,61128,28942,0,Fall,65719,198914,131,False
2017,11/12,HartfordSpringfield,1.56,6490,162389,206,55528,2253,0,Fall,62018,164642,206,False
2017,11/05,HartfordSpringfield,1.53,5209,161648,106,62768,10883,0,Fall,67977,172531,106,False
2017,10/29,HartfordSpringfield,1.53,5938,188044,173,51182,2607,0,Fall,57120,190651,173,False
2017,10/22,HartfordSpringfield,1.5,7441,179802,151,55717,1673,0,Fall,63158,181475,151,False
2017,10/15,HartfordSpringfield,1.58,7043,177668,73,49691,2127,0,Fall,56734,179795,73,False
2017,10/08,HartfordSpringfield,1.6,7540,159211,174,50139,921,0,Fall,57679,160132,174,False
2017,10/01,HartfordSpringfield,1.6,6770,189987,76,51546,1676,0,Fall,58316,191663,76,False
2017,09/24,HartfordSpringfield,1.59,4809,181192,81,41353,1178,0,Fall,46162,182370,81,False
2017,09/17,HartfordSpringfield,1.54,7488,162728,73,50193,2102,6,Fall,57681,164830,79,False
2017,09/10,HartfordSpringfield,1.57,5195,182049,130,52068,2423,1266,Fall,57263,184472,1396,False
2017,09/03,HartfordSpringfield,1.74,4476,165217,79,52916,345,1600,Fall,57392,165562,1679,False
2017,08/27,HartfordSpringfield,1.78,4245,160115,67,55270,377,443,Summer,59515,160492,510,False
2017,08/20,HartfordSpringfield,1.74,3659,155326,79,59503,3259,1790,Summer,63162,158585,1869,False
2017,08/13,HartfordSpringfield,1.63,4240,193118,164,49438,14192,2469,Summer,53678,207310,2633,False
2017,08/06,HartfordSpringfield,1.6,5057,200007,223,52868,2359,1787,Summer,57925,202366,2010,False
2017,07/30,HartfordSpringfield,1.56,5477,190639,130,59706,1314,896,Summer,65183,191953,1026,False
2017,07/23,HartfordSpringfield,1.59,8142,201585,62,49946,3071,1500,Summer,58088,204656,1562,False
2017,07/16,HartfordSpringfield,1.59,10004,205771,129,46745,1544,1420,Summer,56749,207315,1549,False
2017,07/09,HartfordSpringfield,1.72,10848,198967,142,56481,3381,3240,Summer,67329,202348,3382,False
2017,07/02,HartfordSpringfield,1.76,9173,191483,549,46887,8666,3022,Summer,56060,200149,3571,False
2017,06/25,HartfordSpringfield,1.68,8658,220849,134,42685,670,2915,Summer,51343,221519,3049,False
2017,06/18,HartfordSpringfield,1.79,5734,195637,124,52477,86,2840,Summer,58211,195723,2964,False
2017,06/11,HartfordSpringfield,1.75,11601,218427,135,62894,6,3108,Summer,74495,218433,3243,False
2017,06/04,HartfordSpringfield,1.81,10922,216912,148,59149,0,1383,Summer,70071,216912,1531,False
2017,05/28,HartfordSpringfield,1.85,10672,225753,210,67319,27,356,Spring,77991,225780,566,False
2017,05/21,HartfordSpringfield,1.8,10370,208423,169,59724,245,153,Spring,70094,208668,322,False
2017,05/14,HartfordSpringfield,1.76,4501,193014,269,85671,1111,713,Spring,90172,194125,982,False
2017,05/07,HartfordSpringfield,1.61,6754,251849,310,109324,974,284,Spring,116078,252823,594,False
2017,04/30,HartfordSpringfield,1.66,7020,234305,228,56541,2215,0,Spring,63561,236520,228,False
2017,04/23,HartfordSpringfield,1.76,8180,201383,202,51718,5982,0,Spring,59898,207365,202,False
2017,04/16,HartfordSpringfield,1.8,6808,189287,128,56049,5132,0,Spring,62857,194419,128,False
2017,04/09,HartfordSpringfield,1.74,7409,199909,161,76173,867,0,Spring,83582,200776,161,False
2017,04/02,HartfordSpringfield,1.71,10131,204310,345,53650,653,0,Spring,63781,204963,345,False
2017,03/26,HartfordSpringfield,1.58,7860,203663,1524,56284,862,202,Spring,64144,204525,1726,False
2017,03/19,HartfordSpringfield,1.66,5615,195073,691,46606,5852,0,Spring,52221,200925,691,False
2017,03/12,HartfordSpringfield,1.65,4902,186372,162,56747,620,0,Spring,61649,186992,162,False
2017,03/05,HartfordSpringfield,1.25,8437,316785,265,46650,1785,0,Spring,55087,318570,265,False
2017,02/26,HartfordSpringfield,1.59,11083,193422,350,51393,3068,0,Winter,62476,196490,350,False
2017,02/19,HartfordSpringfield,1.3,30000,167971,598,45723,4491,243,Winter,75723,172462,841,False
2017,02/12,HartfordSpringfield,1.14,85641,249990,2290,54676,2761,619,Winter,140317,252751,2909,False
2017,02/05,HartfordSpringfield,1.2,52460,356398,23027,49803,3869,982,Winter,102263,360267,24009,False
2017,01/29,HartfordSpringfield,1.46,4741,220159,3935,62167,1025,680,Winter,66908,221184,4615,False
2017,01/22,HartfordSpringfield,1.47,4349,247185,13325,65059,1897,854,Winter,69408,249082,14179,False
2017,01/15,HartfordSpringfield,1.43,4665,223678,7893,46455,1319,374,Winter,51120,224997,8267,False
2017,01/08,HartfordSpringfield,1.25,5105,315473,306,47415,1168,0,Winter,52520,316641,306,False
2017,01/01,HartfordSpringfield,1.64,2772,188107,2695,38034,919,133,Winter,40806,189026,2828,False
2017,12/31,Houston,0.78,564063,209000,4194,527743,86179,0,Winter,1091806,295179,4194,False
2017,12/24,Houston,0.99,486643,150511,3020,327462,95743,3,Winter,814105,246254,3023,False
2017,12/17,Houston,0.98,429276,184347,2606,218017,94469,0,Winter,647293,278816,2606,False
2017,12/10,Houston,0.79,459265,294180,6828,416839,89251,0,Winter,876104,383431,6828,False
2017,12/03,Houston,0.77,540763,289729,7694,479680,80533,0,Winter,1020443,370262,7694,False
2017,11/26,Houston,0.88,501157,134619,2692,264827,88252,0,Fall,765984,222871,2692,False
2017,11/19,Houston,0.89,620361,134476,2776,298259,86254,0,Fall,918620,220730,2776,False
2017,11/12,Houston,0.88,514065,251034,6534,416893,68334,37,Fall,930958,319368,6571,False
2017,11/05,Houston,0.95,526090,264224,4359,428438,137878,2270,Fall,954528,402102,6629,False
2017,10/29,Houston,1.12,481864,189258,2105,264530,188243,400,Fall,746394,377501,2505,False
2017,10/22,Houston,1.16,492168,128029,1834,298349,87975,0,Fall,790517,216004,1834,False
2017,10/15,Houston,1.26,476686,149935,1866,310037,91030,0,Fall,786723,240965,1866,False
2017,10/08,Houston,1.29,491561,146966,1449,320849,81873,0,Fall,812410,228839,1449,False
2017,10/01,Houston,1.29,472251,141695,2169,291964,83858,0,Fall,764215,225553,2169,False
2017,09/24,Houston,1.25,470511,145808,1812,262287,69350,0,Fall,732798,215158,1812,False
2017,09/17,Houston,1.2,460806,171011,2264,229435,100937,3,Fall,690241,271948,2267,False
2017,09/10,Houston,1.1,606027,165584,2452,259297,104954,0,Fall,865324,270538,2452,False
2017,09/03,Houston,1.19,426423,171139,1860,172564,79904,217,Fall,598987,251043,2077,False
2017,08/27,Houston,1.16,510226,195358,1867,293696,108227,536,Summer,803922,303585,2403,False
2017,08/20,Houston,1.01,458024,216584,1575,230159,189883,0,Summer,688183,406467,1575,False
2017,08/13,Houston,0.99,406049,395755,6723,224811,298894,0,Summer,630860,694649,6723,False
2017,08/06,Houston,0.99,552895,251754,3739,246147,138352,0,Summer,799042,390106,3739,False
2017,07/30,Houston,1.0,536258,203627,2676,247453,127329,0,Summer,783711,330956,2676,False
2017,07/23,Houston,1.02,510127,214165,3006,240331,121091,70,Summer,750458,335256,3076,False
2017,07/16,Houston,1.01,475986,251487,4545,279519,131771,0,Summer,755505,383258,4545,False
2017,07/09,Houston,0.78,565234,223073,3020,334967,387301,0,Summer,900201,610374,3020,False
2017,07/02,Houston,0.83,559731,240188,4720,276152,267556,302,Summer,835883,507744,5022,False
2017,06/25,Houston,0.82,569850,285476,2928,188282,305777,3,Summer,758132,591253,2931,False
2017,06/18,Houston,0.77,583952,412002,7010,201968,550383,13,Summer,785920,962385,7023,False
2017,06/11,Houston,0.89,627610,201534,5451,200221,205490,0,Summer,827831,407024,5451,False
2017,06/04,Houston,0.83,603106,192105,4926,357447,219944,0,Summer,960553,412049,4926,False
2017,05/28,Houston,0.87,627786,268181,5549,187986,225754,0,Spring,815772,493935,5549,False
2017,05/21,Houston,0.83,579270,219956,3706,190861,268681,0,Spring,770131,488637,3706,False
2017,05/14,Houston,0.79,625728,231431,3248,262815,320799,0,Spring,888543,552230,3248,False
2017,05/07,Houston,0.74,732114,350523,3364,232259,470789,0,Spring,964373,821312,3364,False
2017,04/30,Houston,0.72,576270,451254,10440,164674,629791,19,Spring,740944,1081045,10459,False
2017,04/23,Houston,0.68,665435,352920,5646,224693,527525,0,Spring,890128,880445,5646,False
2017,04/16,Houston,0.76,820487,207708,3383,312771,58553,0,Spring,1133258,266261,3383,False
2017,04/09,Houston,0.81,684059,272460,7690,204288,76195,0,Spring,888347,348655,7690,False
2017,04/02,Houston,0.7,879079,183771,3906,316601,159683,6,Spring,1195680,343454,3912,False
2017,03/26,Houston,0.83,663134,182628,5896,203295,19565,0,Spring,866429,202193,5896,False
2017,03/19,Houston,0.85,653306,183349,21365,157513,998,3,Spring,810819,184347,21368,False
2017,03/12,Houston,0.9,619358,151499,29781,101884,1062,0,Spring,721242,152561,29781,False
2017,03/05,Houston,0.74,697103,161909,40611,209810,1458,3,Spring,906913,163367,40614,False
2017,02/26,Houston,0.53,1067091,116819,42393,292106,28925,0,Winter,1359197,145744,42393,False
2017,02/19,Houston,0.67,565042,142847,63757,291927,127089,44,Winter,856969,269936,63801,False
2017,02/12,Houston,0.58,781130,148459,71472,278125,141599,23,Winter,1059255,290058,71495,False
2017,02/05,Houston,0.55,1026765,406006,140962,316097,88069,22,Winter,1342862,494075,140984,False
2017,01/29,Houston,0.7,789020,215934,58981,74838,119674,32,Winter,863858,335608,59013,False
2017,01/22,Houston,0.68,798585,170357,4719,79246,66254,3,Winter,877831,236611,4722,False
2017,01/15,Houston,0.53,1134750,184545,2711,242009,49139,3,Winter,1376759,233684,2714,False
2017,01/08,Houston,0.57,933181,198434,2690,190479,92420,0,Winter,1123660,290854,2690,False
2017,01/01,Houston,0.51,985040,290583,6313,62497,131305,0,Winter,1047537,421888,6313,False
2017,12/31,Indianapolis,0.96,67904,57394,13768,59516,6575,42,Winter,127420,63969,13810,False
2017,12/24,Indianapolis,1.3,22248,58457,12103,47670,7840,67,Winter,69918,66297,12170,False
2017,12/17,Indianapolis,1.26,18371,58045,9259,48938,9311,48,Winter,67309,67356,9307,False
2017,12/10,Indianapolis,1.26,9368,83042,1754,37305,36372,47,Winter,46673,119414,1801,False
2017,12/03,Indianapolis,1.25,8806,103238,2338,23489,44956,64,Winter,32295,148194,2402,False
2017,11/26,Indianapolis,1.4,7132,51923,608,25102,30900,23,Fall,32234,82823,631,False
2017,11/19,Indianapolis,1.08,7408,76810,613,42396,51103,106,Fall,49804,127913,719,False
2017,11/12,Indianapolis,1.03,11814,89236,1037,36175,63702,165,Fall,47989,152938,1202,False
2017,11/05,Indianapolis,1.26,8575,86633,752,35477,62594,68,Fall,44052,149227,820,False
2017,10/29,Indianapolis,1.63,8565,65715,870,36905,40362,139,Fall,45470,106077,1009,False
2017,10/22,Indianapolis,1.67,8944,57230,603,28364,30577,26,Fall,37308,87807,629,False
2017,10/15,Indianapolis,1.76,9351,52216,631,27096,31344,22,Fall,36447,83560,653,False
2017,10/08,Indianapolis,1.97,10071,37063,607,27891,29348,60,Fall,37962,66411,667,False
2017,10/01,Indianapolis,1.84,9051,53986,972,33550,31111,328,Fall,42601,85097,1300,False
2017,09/24,Indianapolis,1.74,7948,63487,867,31441,32031,77,Fall,39389,95518,944,False
2017,09/17,Indianapolis,1.86,7889,55951,800,31782,29745,263,Fall,39671,85696,1063,False
2017,09/10,Indianapolis,1.86,8832,60421,787,35802,32306,1164,Fall,44634,92727,1951,False
2017,09/03,Indianapolis,1.7,7686,61680,879,39686,34205,1414,Fall,47372,95885,2293,False
2017,08/27,Indianapolis,1.29,8671,83185,1093,32946,52220,1737,Summer,41617,135405,2830,False
2017,08/20,Indianapolis,1.39,7182,83860,1162,35015,46406,1004,Summer,42197,130266,2166,False
2017,08/13,Indianapolis,1.49,7053,68255,800,36182,40113,1947,Summer,43235,108368,2747,False
2017,08/06,Indianapolis,1.35,7818,78546,1301,39049,41000,2821,Summer,46867,119546,4122,False
2017,07/30,Indianapolis,1.41,7452,74597,807,35579,39457,1630,Summer,43031,114054,2437,False
2017,07/23,Indianapolis,1.36,7482,70451,843,37123,37812,1481,Summer,44605,108263,2324,False
2017,07/16,Indianapolis,1.35,9861,82250,1367,34009,37719,1392,Summer,43870,119969,2759,False
2017,07/09,Indianapolis,1.08,8754,85278,1835,51238,59538,2403,Summer,59992,144816,4238,False
2017,07/02,Indianapolis,1.09,8629,78472,1678,54877,47715,3198,Summer,63506,126187,4876,False
2017,06/25,Indianapolis,1.04,7378,72671,1002,49444,64817,1780,Summer,56822,137488,2782,False
2017,06/18,Indianapolis,1.03,11623,96522,1944,53306,58995,829,Summer,64929,155517,2773,False
2017,06/11,Indianapolis,0.98,11584,72043,1097,46235,93478,434,Summer,57819,165521,1531,False
2017,06/04,Indianapolis,1.07,11334,79916,1766,40296,84463,314,Summer,51630,164379,2080,False
2017,05/28,Indianapolis,1.19,11651,77776,1540,45525,51742,47,Spring,57176,129518,1587,False
2017,05/21,Indianapolis,1.09,13080,71966,1202,44714,54004,640,Spring,57794,125970,1842,False
2017,05/14,Indianapolis,0.85,17926,93535,1422,44372,111176,84,Spring,62298,204711,1506,False
2017,05/07,Indianapolis,0.93,22284,116928,2348,50838,97497,117,Spring,73122,214425,2465,False
2017,04/30,Indianapolis,1.18,14827,86660,1564,47389,62334,101,Spring,62216,148994,1665,False
2017,04/23,Indianapolis,1.06,11831,72470,1240,42539,83872,23,Spring,54370,156342,1263,False
2017,04/16,Indianapolis,1.14,13018,79071,1773,46322,65171,72,Spring,59340,144242,1845,False
2017,04/09,Indianapolis,1.3,11776,69900,1133,41688,35858,31,Spring,53464,105758,1164,False
2017,04/02,Indianapolis,1.26,11375,61512,1452,45777,46455,15,Spring,57152,107967,1467,False
2017,03/26,Indianapolis,1.27,12342,68119,1326,42285,57404,10,Spring,54627,125523,1336,False
2017,03/19,Indianapolis,1.25,12798,60511,1516,41713,51729,61,Spring,54511,112240,1577,False
2017,03/12,Indianapolis,1.35,10979,65279,1539,35129,36351,38,Spring,46108,101630,1577,False
2017,03/05,Indianapolis,1.35,12865,66251,1756,40647,28640,140,Spring,53512,94891,1896,False
2017,02/26,Indianapolis,1.02,12096,83033,1923,38588,53252,6,Winter,50684,136285,1929,False
2017,02/19,Indianapolis,0.94,12336,74485,1362,42818,48242,4,Winter,55154,122727,1366,False
2017,02/12,Indianapolis,0.77,17435,116691,2796,51397,49247,7,Winter,68832,165938,2803,False
2017,02/05,Indianapolis,0.84,19443,146037,5353,53663,51550,2,Winter,73106,197587,5355,False
2017,01/29,Indianapolis,0.87,12914,93252,2759,53542,61566,1,Winter,66456,154818,2760,False
2017,01/22,Indianapolis,0.93,13553,92880,3909,47552,46669,5,Winter,61105,139549,3914,False
2017,01/15,Indianapolis,0.96,15258,102478,2034,45737,45282,1,Winter,60995,147760,2035,False
2017,01/08,Indianapolis,0.86,17783,112339,3127,41838,47759,1,Winter,59621,160098,3128,False
2017,01/01,Indianapolis,0.91,16193,97953,5029,39169,28118,0,Winter,55362,126071,5029,False
2017,12/31,Jacksonville,1.12,115793,14230,277,29166,46858,236,Winter,144959,61088,513,False
2017,12/24,Jacksonville,1.38,67108,8048,314,25721,25598,390,Winter,92829,33646,704,False
2017,12/17,Jacksonville,0.99,98660,11261,288,27358,39015,263,Winter,126018,50276,551,False
2017,12/10,Jacksonville,1.01,95942,11557,257,33265,40251,150,Winter,129207,51808,407,False
2017,12/03,Jacksonville,1.26,87017,9779,273,41484,13951,193,Winter,128501,23730,466,False
2017,11/26,Jacksonville,1.42,65331,7096,195,26125,21030,223,Fall,91456,28126,418,False
2017,11/19,Jacksonville,1.21,84638,10606,306,25039,34900,240,Fall,109677,45506,546,False
2017,11/12,Jacksonville,1.33,85332,9938,237,48421,10329,253,Fall,133753,20267,490,False
2017,11/05,Jacksonville,1.48,74308,8741,234,33225,14981,186,Fall,107533,23722,420,False
2017,10/29,Jacksonville,1.17,108447,13949,264,39625,31443,206,Fall,148072,45392,470,False
2017,10/22,Jacksonville,1.56,89649,11079,260,21040,30388,0,Fall,110689,41467,260,False
2017,10/15,Jacksonville,1.76,75857,10193,137,23963,27352,0,Fall,99820,37545,137,False
2017,10/08,Jacksonville,1.79,89903,10996,76,22345,29419,0,Fall,112248,40415,76,False
2017,10/01,Jacksonville,2.0,68330,14372,49,19480,26359,0,Fall,87810,40731,49,False
2017,09/24,Jacksonville,1.82,82615,12009,64,18592,17288,0,Fall,101207,29297,64,False
2017,09/17,Jacksonville,1.73,82016,13544,24,8860,37219,60,Fall,90876,50763,84,False
2017,09/10,Jacksonville,1.77,62701,11080,27,22005,20014,1513,Fall,84706,31094,1540,False
2017,09/03,Jacksonville,1.88,82573,14144,99,20452,28919,1053,Fall,103025,43063,1152,False
2017,08/27,Jacksonville,1.63,83466,12673,54,19492,19474,2860,Summer,102958,32147,2914,False
2017,08/20,Jacksonville,1.63,86428,13226,12,22007,27404,1750,Summer,108435,40630,1762,False
2017,08/13,Jacksonville,1.49,90069,14574,68,40501,23085,3696,Summer,130570,37659,3764,False
2017,08/06,Jacksonville,1.44,82275,12280,43,22133,29292,2213,Summer,104408,41572,2256,False
2017,07/30,Jacksonville,1.43,89089,13102,73,32147,21985,1313,Summer,121236,35087,1386,False
2017,07/23,Jacksonville,1.44,101545,14942,55,23710,29831,2907,Summer,125255,44773,2962,False
2017,07/16,Jacksonville,1.48,88735,14194,102,24773,29400,2971,Summer,113508,43594,3073,False
2017,07/09,Jacksonville,1.42,98757,14132,46,28914,16267,3746,Summer,127671,30399,3792,False
2017,07/02,Jacksonville,1.41,113926,18894,122,31305,20128,5035,Summer,145231,39022,5157,False
2017,06/25,Jacksonville,1.36,99600,16687,75,33088,28278,2470,Summer,132688,44965,2545,False
2017,06/18,Jacksonville,1.45,94578,12992,90,23346,16704,3300,Summer,117924,29696,3390,False
2017,06/11,Jacksonville,1.43,119698,15932,121,29031,25729,2575,Summer,148729,41661,2696,False
2017,06/04,Jacksonville,1.46,119654,16223,84,24682,16731,980,Summer,144336,32954,1064,False
2017,05/28,Jacksonville,1.43,96509,15848,115,35449,33245,420,Spring,131958,49093,535,False
2017,05/21,Jacksonville,1.44,86716,14543,99,25647,28151,660,Spring,112363,42694,759,False
2017,05/14,Jacksonville,1.47,79945,12921,99,24530,30178,650,Spring,104475,43099,749,False
2017,05/07,Jacksonville,1.13,155607,26574,224,33910,52241,250,Spring,189517,78815,474,False
2017,04/30,Jacksonville,1.26,150982,24978,121,26376,37214,555,Spring,177358,62192,676,False
2017,04/23,Jacksonville,1.47,85993,16104,78,25194,28670,95,Spring,111187,44774,173,False
2017,04/16,Jacksonville,1.46,83664,16186,70,25862,25718,360,Spring,109526,41904,430,False
2017,04/09,Jacksonville,1.5,81448,17365,142,22044,29968,395,Spring,103492,47333,537,False
2017,04/02,Jacksonville,1.64,84324,16423,171,20349,28239,160,Spring,104673,44662,331,False
2017,03/26,Jacksonville,1.62,81656,16051,125,20444,31040,495,Spring,102100,47091,620,False
2017,03/19,Jacksonville,1.56,72614,15206,167,24402,25501,510,Spring,97016,40707,677,False
2017,03/12,Jacksonville,1.55,78256,17190,85,23969,26579,115,Spring,102225,43769,200,False
2017,03/05,Jacksonville,1.56,71350,16171,82,19070,27887,20,Spring,90420,44058,102,False
2017,02/26,Jacksonville,1.16,90291,20630,66,31645,29517,350,Winter,121936,50147,416,False
2017,02/19,Jacksonville,1.23,72634,18683,89,19864,28137,540,Winter,92498,46820,629,False
2017,02/12,Jacksonville,0.9,107196,33548,348,28073,47170,30,Winter,135269,80718,378,False
2017,02/05,Jacksonville,0.74,191954,65200,357,64165,76520,344,Winter,256119,141720,701,False
2017,01/29,Jacksonville,1.11,87623,29999,236,37567,50878,348,Winter,125190,80877,584,False
2017,01/22,Jacksonville,0.91,75808,50763,376,28445,91120,0,Winter,104253,141883,376,False
2017,01/15,Jacksonville,1.16,80023,30493,188,27774,52642,0,Winter,107797,83135,188,False
2017,01/08,Jacksonville,1.15,47783,23081,148,29267,41411,0,Winter,77050,64492,148,False
2017,01/01,Jacksonville,0.81,94909,46910,302,35501,86106,0,Winter,130410,133016,302,False
2017,12/31,LasVegas,1.04,57663,111439,6018,49190,67480,130,Winter,106853,178919,6148,False
2017,12/24,LasVegas,1.24,63831,66599,6232,60969,36710,176,Winter,124800,103309,6408,False
2017,12/17,LasVegas,1.03,62937,102137,3955,63479,35185,293,Winter,126416,137322,4248,False
2017,12/10,LasVegas,1.03,65071,94140,4760,62945,61291,231,Winter,128016,155431,4991,False
2017,12/03,LasVegas,1.01,66925,127968,4488,47447,68396,297,Winter,114372,196364,4785,False
2017,11/26,LasVegas,1.16,52245,75503,4316,45659,27009,300,Fall,97904,102512,4616,False
2017,11/19,LasVegas,1.13,60519,77336,5388,47255,43420,347,Fall,107774,120756,5735,False
2017,11/12,LasVegas,1.06,57132,110255,5043,42648,76180,67,Fall,99780,186435,5110,False
2017,11/05,LasVegas,1.12,57828,121041,5037,41685,95611,330,Fall,99513,216652,5367,False
2017,10/29,LasVegas,1.29,56224,94603,3515,41859,46967,170,Fall,98083,141570,3685,False
2017,10/22,LasVegas,1.37,61741,74165,682,46482,21023,0,Fall,108223,95188,682,False
2017,10/15,LasVegas,1.45,57479,76990,60,44183,24021,0,Fall,101662,101011,60,False
2017,10/08,LasVegas,1.64,62574,60756,75,47487,24560,0,Fall,110061,85316,75,False
2017,10/01,LasVegas,1.61,58261,67847,62,43605,19750,0,Fall,101866,87597,62,False
2017,09/24,LasVegas,1.61,59560,62383,66,42658,27616,0,Fall,102218,89999,66,False
2017,09/17,LasVegas,1.58,64271,63852,109,45361,27434,0,Fall,109632,91286,109,False
2017,09/10,LasVegas,1.49,116267,26602,5997,43187,23218,120,Fall,159454,49820,6117,False
2017,09/03,LasVegas,1.53,95445,29557,6208,45086,27650,143,Fall,140531,57207,6351,False
2017,08/27,LasVegas,1.48,107288,26219,6548,39816,23140,935,Summer,147104,49359,7483,False
2017,08/20,LasVegas,1.26,109201,44715,7342,34087,65960,376,Summer,143288,110675,7718,False
2017,08/13,LasVegas,1.18,100523,68158,6825,42423,105694,170,Summer,142946,173852,6995,False
2017,08/06,LasVegas,1.3,114985,53059,7126,49026,59193,388,Summer,164011,112252,7514,False
2017,07/30,LasVegas,1.29,113471,46394,7351,58516,62901,270,Summer,171987,109295,7621,False
2017,07/23,LasVegas,1.28,114294,62879,6655,46713,66328,16,Summer,161007,129207,6671,False
2017,07/16,LasVegas,1.22,131681,54114,6343,36179,71540,0,Summer,167860,125654,6343,False
2017,07/09,LasVegas,0.99,138190,54694,7591,75039,124311,0,Summer,213229,179005,7591,False
2017,07/02,LasVegas,1.06,129619,48964,8471,70018,119721,0,Summer,199637,168685,8471,False
2017,06/25,LasVegas,1.03,130867,49034,6653,53411,122522,0,Summer,184278,171556,6653,False
2017,06/18,LasVegas,1.01,133507,55577,6723,55967,105919,0,Summer,189474,161496,6723,False
2017,06/11,LasVegas,0.99,158132,51454,6562,60840,97009,212,Summer,218972,148463,6774,False
2017,06/04,LasVegas,1.05,137454,53764,8227,63050,114357,136,Summer,200504,168121,8363,False
2017,05/28,LasVegas,1.06,130568,50153,10114,62414,111236,0,Spring,192982,161389,10114,False
