year,Month Week,region,AveragePrice,Total Volume,Total Singles,Total Bags,type
2017,09/24,Houston,1.25,949769,618131,331637,conventional
2017,09/17,Houston,1.2,964460,634083,330377,conventional
2017,09/10,Houston,1.1,1138315,774063,364251,conventional
2017,09/03,Houston,1.19,852110,599423,252687,conventional
2017,08/27,Houston,1.16,1109914,707453,402461,conventional
2017,08/20,Houston,1.01,1096227,676184,420043,conventional
2017,08/13,Houston,0.99,1332232,808527,523705,conventional
2017,08/06,Houston,0.99,1192888,808388,384499,conventional
2017,07/30,Houston,1.0,1117345,742562,374783,conventional
2017,07/23,Houston,1.02,1088792,727300,361492,conventional
2017,07/16,Houston,1.01,1143310,732019,411291,conventional
2017,07/09,Houston,0.78,1513596,791328,722268,conventional
2017,07/02,Houston,0.83,1348652,804640,544011,conventional
2017,06/25,Houston,0.82,1352318,858255,494063,conventional
2017,06/18,Houston,0.77,1755331,1002965,752365,conventional
2017,06/11,Houston,0.89,1240308,834596,405711,conventional
2017,06/04,Houston,0.83,1377530,800138,577391,conventional
2017,05/28,Houston,0.87,1315258,901517,413741,conventional
2017,05/21,Houston,0.83,1262476,802933,459542,conventional
2017,05/14,Houston,0.79,1444023,860408,583615,conventional
2017,05/07,Houston,0.74,1789051,1086002,703049,conventional
2017,04/30,Houston,0.72,1832450,1037965,794485,conventional
2017,04/23,Houston,0.68,1776220,1024002,752218,conventional
2017,04/16,Houston,0.76,1402904,1031579,371325,conventional
2017,04/09,Houston,0.81,1244695,964210,280484,conventional
2017,04/02,Houston,0.7,1543050,1066758,476291,conventional
2017,03/26,Houston,0.83,1074520,851659,222860,conventional
2017,03/19,Houston,0.85,1016536,858021,158514,conventional
2017,03/12,Houston,0.9,903586,800639,102946,conventional
2017,03/05,Houston,0.74,1110895,899624,211271,conventional
2017,02/26,Houston,0.53,1547337,1226304,321032,conventional
2017,02/19,Houston,0.67,1190708,771647,419061,conventional
2017,02/12,Houston,0.58,1420811,1001062,419748,conventional
2017,02/05,Houston,0.55,1977923,1573734,404189,conventional
2017,01/29,Houston,0.7,1258481,1063935,194545,conventional
2017,01/22,Houston,0.68,1119168,973663,145504,conventional
2017,01/15,Houston,0.53,1613159,1322007,291152,conventional
2017,01/08,Houston,0.57,1417208,1134307,282900,conventional
2017,01/01,Houston,0.51,1475741,1281937,193803,conventional
2017,12/31,Indianapolis,0.96,205202,139067,66135,conventional
2017,12/24,Indianapolis,1.3,148389,92810,55578,conventional
2017,12/17,Indianapolis,1.26,143975,85677,58298,conventional
2017,12/10,Indianapolis,1.26,167890,94165,73725,conventional
2017,12/03,Indianapolis,1.25,182891,114381,68510,conventional
2017,11/26,Indianapolis,1.4,115688,59664,56024,conventional
2017,11/19,Indianapolis,1.08,178437,84832,93605,conventional
2017,11/12,Indianapolis,1.03,202129,102087,100042,conventional
2017,11/05,Indianapolis,1.26,194103,95962,98140,conventional
2017,10/29,Indianapolis,1.63,152558,75151,77406,conventional
2017,10/22,Indianapolis,1.67,125746,66778,58968,conventional
2017,10/15,Indianapolis,1.76,120662,62199,58463,conventional
2017,10/08,Indianapolis,1.97,105043,47743,57300,conventional
2017,10/01,Indianapolis,1.84,128999,64009,64990,conventional
2017,09/24,Indianapolis,1.74,135854,72303,63551,conventional
2017,09/17,Indianapolis,1.86,126434,64642,61792,conventional
2017,09/10,Indianapolis,1.86,139315,70041,69273,conventional
2017,09/03,Indianapolis,1.7,145552,70245,75306,conventional
2017,08/27,Indianapolis,1.29,179853,92950,86903,conventional
2017,08/20,Indianapolis,1.39,174633,92206,82427,conventional
2017,08/13,Indianapolis,1.49,154354,76110,78243,conventional
2017,08/06,Indianapolis,1.35,170536,87665,82870,conventional
2017,07/30,Indianapolis,1.41,159525,82857,76667,conventional
2017,07/23,Indianapolis,1.36,155196,78778,76418,conventional
2017,07/16,Indianapolis,1.35,166601,93479,73121,conventional
2017,07/09,Indianapolis,1.08,209047,95867,113180,conventional
2017,07/02,Indianapolis,1.09,194572,88780,105792,conventional
2017,06/25,Indianapolis,1.04,197095,81052,116042,conventional
2017,06/18,Indianapolis,1.03,223221,110090,113131,conventional
2017,06/11,Indianapolis,0.98,224873,84724,140149,conventional
2017,06/04,Indianapolis,1.07,218092,93017,125074,conventional
2017,05/28,Indianapolis,1.19,188284,90968,97315,conventional
2017,05/21,Indianapolis,1.09,185608,86248,99359,conventional
2017,05/14,Indianapolis,0.85,268519,112885,155633,conventional
2017,05/07,Indianapolis,0.93,290014,141561,148453,conventional
2017,04/30,Indianapolis,1.18,212879,103053,109826,conventional
2017,04/23,Indianapolis,1.06,211977,85542,126435,conventional
2017,04/16,Indianapolis,1.14,205429,93863,111566,conventional
2017,04/09,Indianapolis,1.3,160389,82810,77578,conventional
2017,04/02,Indianapolis,1.26,166588,74340,92248,conventional
2017,03/26,Indianapolis,1.27,181489,81788,99700,conventional
2017,03/19,Indianapolis,1.25,168330,74826,93503,conventional
2017,03/12,Indianapolis,1.35,149318,77799,71519,conventional
2017,03/05,Indianapolis,1.35,150301,80873,69427,conventional
2017,02/26,Indianapolis,1.02,188900,97053,91847,conventional
2017,02/19,Indianapolis,0.94,179250,88184,91065,conventional
2017,02/12,Indianapolis,0.77,237575,136923,100652,conventional
2017,02/05,Indianapolis,0.84,276051,170834,105216,conventional
2017,01/29,Indianapolis,0.87,224036,108925,115110,conventional
2017,01/22,Indianapolis,0.93,204570,110343,94227,conventional
2017,01/15,Indianapolis,0.96,210793,119771,91021,conventional
2017,01/08,Indianapolis,0.86,222849,133249,89599,conventional
2017,01/01,Indianapolis,0.91,186464,119175,67288,conventional
2017,12/31,Jacksonville,1.12,206562,130301,76261,conventional
2017,12/24,Jacksonville,1.38,127181,75471,51710,conventional
2017,12/17,Jacksonville,0.99,176847,110209,66637,conventional
2017,12/10,Jacksonville,1.01,181425,107758,73667,conventional
2017,12/03,Jacksonville,1.26,152697,97069,55628,conventional
2017,11/26,Jacksonville,1.42,120001,72622,47379,conventional
2017,11/19,Jacksonville,1.21,155729,95550,60179,conventional
2017,11/12,Jacksonville,1.33,154511,95508,59003,conventional
2017,11/05,Jacksonville,1.48,131679,83284,48394,conventional
2017,10/29,Jacksonville,1.17,193936,122660,71275,conventional
2017,10/22,Jacksonville,1.56,152418,100988,51429,conventional
2017,10/15,Jacksonville,1.76,137503,86188,51315,conventional
2017,10/08,Jacksonville,1.79,152742,100976,51765,conventional
2017,10/01,Jacksonville,2.0,128592,82752,45840,conventional
2017,09/24,Jacksonville,1.82,130570,94689,35881,conventional
2017,09/17,Jacksonville,1.73,141725,95585,46140,conventional
2017,09/10,Jacksonville,1.77,117342,73809,43533,conventional
2017,09/03,Jacksonville,1.88,147242,96817,50424,conventional
2017,08/27,Jacksonville,1.63,138021,96194,41826,conventional
2017,08/20,Jacksonville,1.63,150828,99666,51161,conventional
2017,08/13,Jacksonville,1.49,171995,104712,67283,conventional
2017,08/06,Jacksonville,1.44,148237,94598,53639,conventional
2017,07/30,Jacksonville,1.43,157712,102266,55446,conventional
2017,07/23,Jacksonville,1.44,172994,116543,56450,conventional
2017,07/16,Jacksonville,1.48,160177,103032,57144,conventional
2017,07/09,Jacksonville,1.42,161864,112936,48928,conventional
2017,07/02,Jacksonville,1.41,189413,132943,56470,conventional
2017,06/25,Jacksonville,1.36,180199,116363,63836,conventional
2017,06/18,Jacksonville,1.45,151012,107661,43351,conventional
2017,06/11,Jacksonville,1.43,193088,135752,57336,conventional
2017,06/04,Jacksonville,1.46,178356,135963,42393,conventional
2017,05/28,Jacksonville,1.43,181588,112473,69115,conventional
2017,05/21,Jacksonville,1.44,155818,101359,54459,conventional
2017,05/14,Jacksonville,1.47,148325,92966,55359,conventional
2017,05/07,Jacksonville,1.13,268808,182406,86402,conventional
2017,04/30,Jacksonville,1.26,240227,176082,64145,conventional
2017,04/23,Jacksonville,1.47,156137,102176,53960,conventional
2017,04/16,Jacksonville,1.46,151862,99921,51941,conventional
2017,04/09,Jacksonville,1.5,151364,98956,52407,conventional
2017,04/02,Jacksonville,1.64,149669,100920,48749,conventional
2017,03/26,Jacksonville,1.62,149813,97832,51980,conventional
2017,03/19,Jacksonville,1.56,138402,87988,50413,conventional
2017,03/12,Jacksonville,1.55,146196,95533,50663,conventional
2017,03/05,Jacksonville,1.56,134582,87604,46977,conventional
2017,02/26,Jacksonville,1.16,172502,110989,61512,conventional
2017,02/19,Jacksonville,1.23,139949,91407,48541,conventional
2017,02/12,Jacksonville,0.9,216367,141092,75274,conventional
2017,02/05,Jacksonville,0.74,398543,257513,141030,conventional
2017,01/29,Jacksonville,1.11,206654,117860,88794,conventional
2017,01/22,Jacksonville,0.91,246514,126948,119565,conventional
2017,01/15,Jacksonville,1.16,191122,110705,80417,conventional
2017,01/08,Jacksonville,1.15,141693,71013,70679,conventional
2017,01/01,Jacksonville,0.81,263730,142122,121607,conventional
2017,12/31,LasVegas,1.04,291922,175121,116801,conventional
2017,12/24,LasVegas,1.24,234520,136663,97856,conventional
2017,12/17,LasVegas,1.03,267987,169029,98958,conventional
2017,12/10,LasVegas,1.03,288441,163972,124468,conventional
2017,12/03,LasVegas,1.01,315521,199381,116140,conventional
2017,11/26,LasVegas,1.16,205033,132064,72969,conventional
2017,11/19,LasVegas,1.13,234265,143243,91022,conventional
2017,11/12,LasVegas,1.06,291325,172430,118895,conventional
2017,11/05,LasVegas,1.12,321534,183906,137627,conventional
2017,10/29,LasVegas,1.29,243340,154343,88997,conventional
2017,10/22,LasVegas,1.37,204094,136588,67506,conventional
2017,10/15,LasVegas,1.45,202735,134530,68205,conventional
2017,10/08,LasVegas,1.64,195455,123406,72048,conventional
2017,10/01,LasVegas,1.61,189529,126172,63356,conventional
2017,09/24,LasVegas,1.61,192284,122009,70274,conventional
2017,09/17,LasVegas,1.58,201028,128232,72795,conventional
2017,09/10,LasVegas,1.49,215393,148867,66525,conventional
2017,09/03,LasVegas,1.53,204091,131211,72880,conventional
2017,08/27,LasVegas,1.48,203947,140055,63892,conventional
2017,08/20,LasVegas,1.26,261684,161259,100424,conventional
2017,08/13,LasVegas,1.18,323793,175506,148287,conventional
2017,08/06,LasVegas,1.3,283779,175171,108608,conventional
2017,07/30,LasVegas,1.29,288905,167217,121688,conventional
2017,07/23,LasVegas,1.28,296887,183829,113058,conventional
2017,07/16,LasVegas,1.22,299858,192139,107719,conventional
2017,07/09,LasVegas,0.99,399827,200476,199350,conventional
2017,07/02,LasVegas,1.06,376795,187055,189740,conventional
2017,06/25,LasVegas,1.03,362489,186555,175933,conventional
2017,06/18,LasVegas,1.01,357696,195808,161887,conventional
2017,06/11,LasVegas,0.99,374211,216148,158062,conventional
2017,06/04,LasVegas,1.05,376990,199446,177543,conventional
2017,05/28,LasVegas,1.06,364486,190836,173650,conventional
2017,05/21,LasVegas,1.02,356922,188572,168349,conventional
2017,05/14,LasVegas,0.98,399525,208328,191197,conventional
2017,05/07,LasVegas,0.94,468975,245031,223944,conventional
2017,04/30,LasVegas,0.95,359011,184835,174175,conventional
2017,04/23,LasVegas,0.84,439665,209031,230633,conventional
2017,04/16,LasVegas,0.93,410849,187646,223202,conventional
2017,04/09,LasVegas,1.04,304603,164842,139761,conventional
2017,04/02,LasVegas,1.04,329722,171265,158457,conventional
2017,03/26,LasVegas,1.02,325734,170403,155331,conventional
2017,03/19,LasVegas,1.02,318004,164054,153949,conventional
2017,03/12,LasVegas,0.99,315445,161878,153566,conventional
2017,03/05,LasVegas,0.96,345889,177526,168363,conventional
2017,02/26,LasVegas,0.89,325905,161771,164133,conventional
2017,02/19,LasVegas,0.93,318600,182698,135901,conventional
2017,02/12,LasVegas,0.72,406866,196227,210638,conventional
2017,02/05,LasVegas,0.54,680234,415985,264249,conventional
2017,01/29,LasVegas,0.93,309146,174049,135096,conventional
2017,01/22,LasVegas,0.79,382850,204666,178184,conventional
2017,01/15,LasVegas,0.78,419687,206814,212872,conventional
2017,01/08,LasVegas,0.81,411218,198694,212524,conventional
2017,01/01,LasVegas,0.77,363865,178116,185748,conventional
2017,12/31,LosAngeles,0.88,3212261,2199873,1012388,conventional
2017,12/24,LosAngeles,1.1,2389829,1505747,884081,conventional
2017,12/17,LosAngeles,0.89,3130916,2290483,840432,conventional
2017,12/10,LosAngeles,1.07,2404221,1483305,920915,conventional
2017,12/03,LosAngeles,1.01,2615853,1643702,972151,conventional
2017,11/26,LosAngeles,1.19,2153918,1398136,755782,conventional
2017,11/19,LosAngeles,1.14,2391383,1424991,966392,conventional
2017,11/12,LosAngeles,1.08,2626121,1711647,914474,conventional
2017,11/05,LosAngeles,1.04,2691240,1891479,799761,conventional
2017,10/29,LosAngeles,1.09,2850377,2010261,840115,conventional
2017,10/22,LosAngeles,1.49,1968638,1370022,598616,conventional
2017,10/15,LosAngeles,1.67,1779831,1221296,558535,conventional
2017,10/08,LosAngeles,1.8,1711267,1188726,522541,conventional
2017,10/01,LosAngeles,1.77,1697028,1139567,557460,conventional
2017,09/24,LosAngeles,1.75,1760610,1185703,574906,conventional
2017,09/17,LosAngeles,1.73,1865690,1279681,586009,conventional
2017,09/10,LosAngeles,1.74,1969051,1353532,615519,conventional
2017,09/03,LosAngeles,1.61,2176974,1604166,572807,conventional
2017,08/27,LosAngeles,1.66,2117126,1546280,570846,conventional
2017,08/20,LosAngeles,1.45,2309865,1632215,677650,conventional
2017,08/13,LosAngeles,1.19,2832849,1986112,846737,conventional
2017,08/06,LosAngeles,1.22,2742628,1882623,860004,conventional
2017,07/30,LosAngeles,1.39,2426027,1764243,661784,conventional
2017,07/23,LosAngeles,1.38,2484918,1773596,711322,conventional
2017,07/16,LosAngeles,1.37,2558156,1842207,715949,conventional
2017,07/09,LosAngeles,1.12,3382974,2045493,1337481,conventional
2017,07/02,LosAngeles,1.07,3507155,2122882,1384273,conventional
2017,06/25,LosAngeles,0.92,3655667,2114336,1541330,conventional
2017,06/18,LosAngeles,0.99,3631321,2154511,1476809,conventional
2017,06/11,LosAngeles,0.99,3390850,1791995,1598855,conventional
2017,06/04,LosAngeles,0.96,3637220,1837463,1799757,conventional
2017,05/28,LosAngeles,1.13,3243908,1864960,1378948,conventional
2017,05/21,LosAngeles,1.14,2921916,1689971,1231945,conventional
2017,05/14,LosAngeles,0.94,3551402,1894911,1656491,conventional
2017,05/07,LosAngeles,0.87,4214313,2426331,1787982,conventional
2017,04/30,LosAngeles,0.99,3299258,1953296,1345961,conventional
2017,04/23,LosAngeles,1.04,3074226,1656227,1417998,conventional
2017,04/16,LosAngeles,1.18,2789630,1609743,1179887,conventional
2017,04/09,LosAngeles,1.01,2993246,1472781,1520464,conventional
2017,04/02,LosAngeles,0.98,3100355,1499035,1601319,conventional
2017,03/26,LosAngeles,1.12,2583323,1363409,1219913,conventional
2017,03/19,LosAngeles,1.11,2737872,1477693,1260178,conventional
2017,03/12,LosAngeles,1.12,2633574,1507889,1125685,conventional
2017,03/05,LosAngeles,0.99,2768930,1498987,1269943,conventional
2017,02/26,LosAngeles,0.82,2935077,1528472,1406604,conventional
2017,02/19,LosAngeles,0.79,3033918,1591724,1442193,conventional
2017,02/12,LosAngeles,0.64,3625630,1835140,1790490,conventional
2017,02/05,LosAngeles,0.53,5470227,2768617,2701609,conventional
2017,01/29,LosAngeles,0.6,4230448,2248430,1982018,conventional
2017,01/22,LosAngeles,0.62,4215552,2439865,1775686,conventional
2017,01/15,LosAngeles,0.76,3363407,1840588,1522819,conventional
2017,01/08,LosAngeles,0.89,3120961,1735481,1385480,conventional
2017,01/01,LosAngeles,0.84,3551337,2110004,1441332,conventional
2017,12/31,Louisville,0.87,117941,60608,57333,conventional
2017,12/24,Louisville,1.18,80024,35138,44886,conventional
2017,12/17,Louisville,1.07,80191,35350,44840,conventional
2017,12/10,Louisville,1.01,100072,43261,56811,conventional
2017,12/03,Louisville,1.11,108947,55304,53643,conventional
2017,11/26,Louisville,1.45,53796,24773,29023,conventional
2017,11/19,Louisville,1.18,79284,36129,43155,conventional
2017,11/12,Louisville,1.14,100811,46777,54034,conventional
2017,11/05,Louisville,1.18,86085,40291,45793,conventional
2017,10/29,Louisville,1.23,102915,47923,54991,conventional
2017,10/22,Louisville,1.7,62179,28657,33521,conventional
2017,10/15,Louisville,1.79,60616,28477,32139,conventional
2017,10/08,Louisville,1.98,52865,21355,31510,conventional
2017,10/01,Louisville,1.89,62180,28843,33336,conventional
2017,09/24,Louisville,1.88,59540,27914,31625,conventional
2017,09/17,Louisville,1.73,68830,33518,35311,conventional
2017,09/10,Louisville,1.65,78604,36981,41623,conventional
2017,09/03,Louisville,1.64,80371,37913,42457,conventional
2017,08/27,Louisville,1.62,80466,36816,43650,conventional
2017,08/20,Louisville,1.56,88644,38595,50049,conventional
2017,08/13,Louisville,1.38,93447,40166,53281,conventional
2017,08/06,Louisville,1.3,95140,40145,54995,conventional
2017,07/30,Louisville,1.3,90428,35916,54512,conventional
2017,07/23,Louisville,1.37,92486,40008,52477,conventional
2017,07/16,Louisville,1.44,87217,44447,42769,conventional
2017,07/09,Louisville,1.01,124946,48767,76179,conventional
2017,07/02,Louisville,1.02,113658,50931,62727,conventional
2017,06/25,Louisville,0.97,114003,45761,68242,conventional
2017,06/18,Louisville,1.06,104369,52743,51626,conventional
2017,06/11,Louisville,1.04,112253,48802,63451,conventional
2017,06/04,Louisville,1.06,121602,51491,70111,conventional
2017,05/28,Louisville,1.08,111487,51212,60274,conventional
2017,05/21,Louisville,1.1,104440,53958,50481,conventional
2017,05/14,Louisville,1.27,82244,39743,42501,conventional
2017,05/07,Louisville,1.06,135486,60886,74600,conventional
2017,04/30,Louisville,1.26,93663,51134,42529,conventional
2017,04/23,Louisville,1.17,93502,45167,48335,conventional
2017,04/16,Louisville,1.22,100089,49961,50127,conventional
2017,04/09,Louisville,1.2,89926,45765,44160,conventional
2017,04/02,Louisville,1.15,96962,45568,51393,conventional
2017,03/26,Louisville,1.11,100036,49578,50457,conventional
2017,03/19,Louisville,1.29,74388,46230,28157,conventional
2017,03/12,Louisville,1.18,85005,44384,40620,conventional
2017,03/05,Louisville,0.99,101061,51438,49622,conventional
2017,02/26,Louisville,0.95,106098,62688,43409,conventional
2017,02/19,Louisville,0.94,94778,43990,50787,conventional
2017,02/12,Louisville,0.75,131965,60705,71259,conventional
2017,02/05,Louisville,0.91,126829,77942,48887,conventional
2017,01/29,Louisville,0.94,116309,58003,58306,conventional
2017,01/22,Louisville,0.94,127597,69992,57605,conventional
2017,01/15,Louisville,1.06,89361,46034,43327,conventional
2017,01/08,Louisville,0.86,118310,58139,60171,conventional
2017,01/01,Louisville,0.77,110696,62777,47918,conventional
2017,12/31,MiamiFtLauderdale,1.17,728998,576675,152322,conventional
2017,12/24,MiamiFtLauderdale,1.45,506569,385879,120689,conventional
2017,12/17,MiamiFtLauderdale,1.01,660737,518413,142323,conventional
2017,12/10,MiamiFtLauderdale,1.03,713866,563007,150858,conventional
2017,12/03,MiamiFtLauderdale,1.35,550215,418554,131661,conventional
2017,11/26,MiamiFtLauderdale,1.45,464647,347688,116959,conventional
2017,11/19,MiamiFtLauderdale,1.23,642013,486038,155975,conventional
2017,11/12,MiamiFtLauderdale,1.42,513109,390004,123105,conventional
2017,11/05,MiamiFtLauderdale,1.53,463170,361909,101261,conventional
2017,10/29,MiamiFtLauderdale,1.22,674788,522686,152102,conventional
2017,10/22,MiamiFtLauderdale,1.59,558315,439552,118762,conventional
2017,10/15,MiamiFtLauderdale,1.79,472074,373957,98117,conventional
2017,10/08,MiamiFtLauderdale,1.92,455831,346729,109102,conventional
2017,10/01,MiamiFtLauderdale,2.04,399836,303178,96657,conventional
2017,09/24,MiamiFtLauderdale,1.93,408851,333595,75256,conventional
2017,09/17,MiamiFtLauderdale,1.84,409206,331370,77835,conventional
2017,09/10,MiamiFtLauderdale,1.81,362581,300803,61777,conventional
2017,09/03,MiamiFtLauderdale,1.98,465051,374678,90373,conventional
2017,08/27,MiamiFtLauderdale,1.65,450204,352634,97569,conventional
2017,08/20,MiamiFtLauderdale,1.7,468514,374211,94303,conventional
2017,08/13,MiamiFtLauderdale,1.51,568797,454594,114203,conventional
2017,08/06,MiamiFtLauderdale,1.48,501154,406300,94854,conventional
2017,07/30,MiamiFtLauderdale,1.46,501001,405004,95997,conventional
2017,07/23,MiamiFtLauderdale,1.47,546833,442070,104763,conventional
2017,07/16,MiamiFtLauderdale,1.48,523617,433412,90205,conventional
2017,07/09,MiamiFtLauderdale,1.43,550195,438862,111332,conventional
2017,07/02,MiamiFtLauderdale,1.44,627569,496141,131427,conventional
2017,06/25,MiamiFtLauderdale,1.43,539847,416637,123209,conventional
2017,06/18,MiamiFtLauderdale,1.52,505828,378739,127089,conventional
2017,06/11,MiamiFtLauderdale,1.48,696603,536018,160585,conventional
2017,06/04,MiamiFtLauderdale,1.49,687913,535873,152040,conventional
2017,05/28,MiamiFtLauderdale,1.45,645768,477959,167808,conventional
2017,05/21,MiamiFtLauderdale,1.49,605721,459142,146578,conventional
2017,05/14,MiamiFtLauderdale,1.5,594781,444945,149835,conventional
2017,05/07,MiamiFtLauderdale,1.17,910239,700608,209630,conventional
2017,04/30,MiamiFtLauderdale,1.26,832704,639550,193153,conventional
2017,04/23,MiamiFtLauderdale,1.51,556944,411867,145077,conventional
2017,04/16,MiamiFtLauderdale,1.5,533442,404295,129146,conventional
2017,04/09,MiamiFtLauderdale,1.54,494093,387482,106611,conventional
2017,04/02,MiamiFtLauderdale,1.71,493610,374407,119203,conventional
2017,03/26,MiamiFtLauderdale,1.71,498987,377730,121256,conventional
2017,03/19,MiamiFtLauderdale,1.62,520937,377453,143484,conventional
2017,03/12,MiamiFtLauderdale,1.7,473865,367314,106550,conventional
2017,03/05,MiamiFtLauderdale,1.67,464210,351557,112653,conventional
2017,02/26,MiamiFtLauderdale,1.26,553803,418295,135508,conventional
2017,02/19,MiamiFtLauderdale,1.35,468266,351909,116357,conventional
2017,02/12,MiamiFtLauderdale,0.97,804977,634696,170280,conventional
2017,02/05,MiamiFtLauderdale,0.87,1254201,971843,282357,conventional
2017,01/29,MiamiFtLauderdale,1.3,609721,401412,208308,conventional
2017,01/22,MiamiFtLauderdale,1.05,793514,540096,253417,conventional
2017,01/15,MiamiFtLauderdale,1.34,588482,377676,210805,conventional
2017,01/08,MiamiFtLauderdale,1.4,522278,331325,190952,conventional
2017,01/01,MiamiFtLauderdale,0.98,787406,509867,277538,conventional
2017,12/31,Nashville,0.81,258729,169343,89385,conventional
2017,12/24,Nashville,1.04,182002,103277,78725,conventional
2017,12/17,Nashville,0.91,197844,105230,92613,conventional
2017,12/10,Nashville,0.9,239587,130323,109264,conventional
2017,12/03,Nashville,1.01,229337,131274,98063,conventional
2017,11/26,Nashville,1.08,159826,89654,70172,conventional
2017,11/19,Nashville,1.02,188444,111337,77107,conventional
2017,11/12,Nashville,1.07,202631,129195,73436,conventional
2017,11/05,Nashville,1.02,229240,153505,75734,conventional
2017,10/29,Nashville,1.14,217723,135616,82106,conventional
2017,10/22,Nashville,1.41,167135,107670,59464,conventional
2017,10/15,Nashville,1.57,161020,97562,63457,conventional
2017,10/08,Nashville,1.76,140968,81239,59728,conventional
2017,10/01,Nashville,1.7,154956,95174,59782,conventional
2017,09/24,Nashville,1.66,159412,97446,61965,conventional
2017,09/17,Nashville,1.48,167440,100755,66684,conventional
2017,09/10,Nashville,1.42,176082,109960,66121,conventional
2017,09/03,Nashville,1.34,188701,119792,68908,conventional
2017,08/27,Nashville,1.28,184465,122609,61855,conventional
2017,08/20,Nashville,1.07,261757,152092,109665,conventional
2017,08/13,Nashville,1.05,268655,163193,105462,conventional
2017,08/06,Nashville,1.13,243526,142955,100570,conventional
2017,07/30,Nashville,1.14,217774,136283,81491,conventional
2017,07/23,Nashville,1.21,211384,128268,83115,conventional
2017,07/16,Nashville,1.18,212210,125593,86617,conventional
2017,07/09,Nashville,0.99,267296,136956,130340,conventional
2017,07/02,Nashville,0.96,281067,152582,128485,conventional
2017,06/25,Nashville,0.9,287217,161644,125573,conventional
2017,06/18,Nashville,1.0,260893,142253,118640,conventional
2017,06/11,Nashville,1.13,218540,130740,87799,conventional
2017,06/04,Nashville,1.07,269102,145646,123455,conventional
2017,05/28,Nashville,0.97,282671,157203,125467,conventional
2017,05/21,Nashville,0.99,259151,146605,112546,conventional
2017,05/14,Nashville,1.02,225323,132556,92767,conventional
2017,05/07,Nashville,0.84,368796,182151,186645,conventional
2017,04/30,Nashville,0.99,286322,158953,127369,conventional
2017,04/23,Nashville,1.1,226088,118006,108081,conventional
2017,04/16,Nashville,1.09,230566,121349,109216,conventional
2017,04/09,Nashville,1.03,251089,120406,130682,conventional
2017,04/02,Nashville,0.95,281438,133724,147713,conventional
2017,03/26,Nashville,0.91,276732,145881,130851,conventional
2017,03/19,Nashville,0.96,228023,120881,107141,conventional
2017,03/12,Nashville,0.75,261830,164569,97260,conventional
2017,03/05,Nashville,0.6,379324,185942,193381,conventional
2017,02/26,Nashville,0.88,216226,135083,81143,conventional
2017,02/19,Nashville,0.82,225664,126383,99281,conventional
2017,02/12,Nashville,0.66,271393,170057,101335,conventional
2017,02/05,Nashville,0.68,377719,225662,152057,conventional
2017,01/29,Nashville,0.93,238392,130717,107675,conventional
2017,01/22,Nashville,0.87,251189,143383,107805,conventional
2017,01/15,Nashville,0.89,251914,129807,122107,conventional
2017,01/08,Nashville,0.84,255094,144010,111083,conventional
2017,01/01,Nashville,0.73,249074,139488,109586,conventional
2017,12/31,NewOrleansMobile,1.06,262281,188724,73557,conventional
2017,12/24,NewOrleansMobile,1.14,224869,143267,81602,conventional
2017,12/17,NewOrleansMobile,1.03,251753,171772,79981,conventional
2017,12/10,NewOrleansMobile,1.06,251601,167960,83640,conventional
2017,12/03,NewOrleansMobile,0.97,266547,184794,81753,conventional
2017,11/26,NewOrleansMobile,1.27,176817,109427,67390,conventional
2017,11/19,NewOrleansMobile,1.27,207295,134282,73013,conventional
2017,11/12,NewOrleansMobile,1.11,292987,204097,88890,conventional
2017,11/05,NewOrleansMobile,1.32,225563,152903,72659,conventional
2017,10/29,NewOrleansMobile,1.11,277437,192778,84659,conventional
2017,10/22,NewOrleansMobile,1.26,269443,185759,83683,conventional
2017,10/15,NewOrleansMobile,1.46,227947,154072,73874,conventional
2017,10/08,NewOrleansMobile,1.34,328829,232642,96187,conventional
2017,10/01,NewOrleansMobile,1.72,227535,153305,74229,conventional
2017,09/24,NewOrleansMobile,1.7,205976,151952,54023,conventional
2017,09/17,NewOrleansMobile,1.62,219275,162195,57079,conventional
2017,09/10,NewOrleansMobile,1.62,217336,147496,69840,conventional
2017,09/03,NewOrleansMobile,1.57,227168,156883,70285,conventional
2017,08/27,NewOrleansMobile,1.46,229748,161541,68206,conventional
2017,08/20,NewOrleansMobile,1.46,226946,153408,73537,conventional
2017,08/13,NewOrleansMobile,1.39,236698,161270,75428,conventional
2017,08/06,NewOrleansMobile,1.33,240983,164186,76796,conventional
2017,07/30,NewOrleansMobile,1.4,246036,172706,73329,conventional
2017,07/23,NewOrleansMobile,1.39,262774,193984,68790,conventional
2017,07/16,NewOrleansMobile,1.32,232912,150076,82836,conventional
2017,07/09,NewOrleansMobile,1.26,267928,180185,87742,conventional
2017,07/02,NewOrleansMobile,1.27,302052,201239,100813,conventional
2017,06/25,NewOrleansMobile,1.3,293079,188732,104346,conventional
2017,06/18,NewOrleansMobile,1.29,287734,204023,83711,conventional
2017,06/11,NewOrleansMobile,1.32,312695,219139,93555,conventional
2017,06/04,NewOrleansMobile,1.38,256543,184162,72381,conventional
2017,05/28,NewOrleansMobile,1.39,293608,213577,80031,conventional
2017,05/21,NewOrleansMobile,1.36,252110,182871,69238,conventional
2017,05/14,NewOrleansMobile,1.35,241194,164730,76464,conventional
