AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
1.06,6417143.95,2015381.78,1607251.56,83591.62,2710918.99,1453245.43,1249145.77,8527.79,conventional,2017,West
1.23,5130982.78,1612273.73,1432411.64,88098.88,1998198.53,1043034.52,950954.44,4209.57,conventional,2017,West
1.31,4769138.17,1651832.17,1462327.27,65438.43,1589540.3,1024799.25,563721.25,1019.8,conventional,2017,West
1.43,4413876.67,1523418.35,1405450.5,49958.58,1435049.24,848946.77,584104.47,1998.0,conventional,2017,West
1.62,3927688.07,1409409.51,991395.23,46534.94,1480348.39,880091.4,595424.37,4832.62,conventional,2017,West
1.57,4014477.31,1366983.48,1178504.57,43433.94,1425555.32,824834.62,598437.91,2282.79,conventional,2017,West
1.59,3842682.36,1450858.85,1006684.68,42995.08,1342143.75,764285.55,575719.82,2138.38,conventional,2017,West
1.53,4181226.81,1582315.47,1095433.56,47072.46,1456405.32,863081.25,591149.15,2174.92,conventional,2017,West
1.56,4281593.13,1701547.18,994157.13,79291.53,1506597.29,877485.21,625252.36,3859.72,conventional,2017,West
1.53,4369089.47,1652405.87,1036380.46,85016.4,1595286.74,904506.46,684034.46,6745.82,conventional,2017,West
1.31,5328934.06,1822972.31,1313977.96,83291.42,2108692.37,1314990.74,779209.02,14492.61,conventional,2017,West
1.3,5653429.62,1886625.76,1346579.44,101128.66,2319095.76,1219038.28,1090563.92,9493.56,conventional,2017,West
1.34,5304873.15,1837007.78,1348037.98,97902.68,2021924.71,975913.29,1035878.35,10133.07,conventional,2017,West
1.32,5548410.44,2036702.69,1451163.28,107844.51,1952699.96,1060422.56,879238.7,13038.7,conventional,2017,West
1.25,5688357.24,1992527.59,1603136.43,106461.23,1986231.99,973013.15,1003906.67,9312.17,conventional,2017,West
1.18,6311280.51,2072496.16,1969142.59,112050.77,2157590.99,916284.35,1234707.82,6598.82,conventional,2017,West
1.28,5529487.17,1989077.36,1484596.99,125816.11,1929996.71,944879.43,980887.97,4229.31,conventional,2017,West
0.95,8389918.04,2821722.16,1464321.92,118151.88,3985722.08,2780258.77,1200981.9,4481.41,conventional,2017,West
1.07,7020076.49,2270834.48,1330339.0,150862.92,3268040.09,2074185.51,1185728.1,8126.48,conventional,2017,West
1.05,6929193.97,2401714.73,1201234.39,128253.56,3197991.29,1956121.79,1236850.44,5019.06,conventional,2017,West
1.02,7187200.64,2511913.67,1422660.4,123827.42,3128799.15,1938407.82,1187663.27,2728.06,conventional,2017,West
1.02,7138766.83,2763254.66,1231683.94,132101.6,3011726.63,1900413.66,1106330.85,4982.12,conventional,2017,West
1.07,6927745.15,2425106.14,1176272.52,157620.26,3168746.23,2078712.99,1085987.41,4045.83,conventional,2017,West
1.07,6955988.8,2356866.57,1328698.82,158308.24,3112115.17,1940875.89,1167041.0,4198.28,conventional,2017,West
1.06,6505499.28,2253179.19,1408963.68,132610.9,2710745.51,1649259.2,1058205.12,3281.19,conventional,2017,West
1.01,7143624.99,2613704.06,1377670.83,132186.47,3020063.63,2092575.26,923467.38,4020.99,conventional,2017,West
0.94,8545908.75,3444218.04,1721747.13,140174.32,3239769.26,2148672.62,1085028.72,6067.92,conventional,2017,West
0.98,6998582.19,2322426.47,1296721.88,136596.23,3242837.61,2198776.68,1040924.08,3136.85,conventional,2017,West
0.96,6822109.27,2342474.18,1457625.39,145286.81,2876722.89,1494551.63,1378030.25,4141.01,conventional,2017,West
1.02,7012665.19,2459661.72,1219278.16,150405.25,3183320.06,1869830.38,1311397.37,2092.31,conventional,2017,West
1.0,6774200.48,2591478.44,1299808.65,156421.2,2726492.19,1768746.74,954249.03,3496.42,conventional,2017,West
1.05,6442820.51,2439188.31,1116769.5,161765.78,2725096.92,1817462.84,904013.54,3620.54,conventional,2017,West
1.0,6680540.39,2845948.78,1110523.82,140936.9,2583130.89,1814182.35,765002.63,3945.91,conventional,2017,West
1.04,6242381.13,2318973.17,1100226.44,142718.03,2680463.49,1775537.5,900751.44,4174.55,conventional,2017,West
0.94,7040683.56,2392258.48,1230878.83,143967.04,3273579.21,2340076.3,928524.91,4978.0,conventional,2017,West
0.96,6667896.16,2208631.13,1286416.73,153028.56,3019819.74,1700904.18,1315781.81,3133.75,conventional,2017,West
0.86,6928736.97,2178473.36,1444476.86,130710.99,3175075.76,1944844.66,1227429.31,2801.79,conventional,2017,West
0.88,6852304.51,2322985.0,1405482.21,134519.85,2989317.45,1880874.95,1100783.31,7659.19,conventional,2017,West
0.76,7589357.36,3057701.43,1460486.11,126912.0,2944257.82,1699471.1,1241913.98,2872.74,conventional,2017,West
0.66,11274749.11,4377537.67,2558039.85,193764.89,4145406.7,2508731.79,1627453.06,9221.85,conventional,2017,West
0.85,7561590.72,2695457.93,1426577.31,128003.65,3311551.83,2241712.64,1065787.79,4051.4,conventional,2017,West
0.82,7876147.38,2831351.41,1718065.83,113570.61,3213159.53,1984947.54,1227056.13,1155.86,conventional,2017,West
0.85,7449374.27,2349466.71,1745015.51,130146.93,3224745.12,2120972.62,1101921.17,1851.33,conventional,2017,West
0.86,7432376.14,2158521.28,1969740.61,130700.84,3173413.41,2194867.87,974954.56,3590.98,conventional,2017,West
0.79,7360925.84,2100350.66,1976304.53,123652.12,3160618.53,2299700.47,857388.28,3529.78,conventional,2017,West
1.04,6687009.44,1932162.02,2715163.6,92955.04,1946728.78,1827362.5,37434.21,81932.07,conventional,2018,California
1.02,6802084.11,2161037.82,2305253.24,94087.86,2241705.19,2116307.93,38597.17,86800.09,conventional,2018,California
1.11,6488605.43,2277437.31,1750118.87,108244.33,2352804.92,2230913.33,41105.34,80786.25,conventional,2018,California
1.13,6295529.61,2380723.98,1676629.99,116796.74,2121378.9,1992549.07,47126.97,81702.86,conventional,2018,California
1.03,6750361.46,2666133.31,1947660.32,110662.05,2025905.78,1908897.38,42064.35,74944.05,conventional,2018,California
1.1,6379219.83,2086478.7,2413234.64,114573.33,1764933.16,1640897.04,47009.82,77026.3,conventional,2018,California
0.98,6718358.1,2787033.93,1781591.88,119593.17,2030139.12,1930311.89,31301.69,68525.54,conventional,2018,California
0.8,10894677.77,4473811.63,4097591.67,146357.78,2176916.69,2072477.62,34196.27,70242.8,conventional,2018,California
1.16,6134040.58,2254631.8,2185495.65,121090.87,1572822.26,1480527.7,24545.94,67748.62,conventional,2018,California
1.12,6610010.64,2378177.09,2590301.7,122950.68,1518581.17,1431898.88,24801.59,61880.7,conventional,2018,California
1.27,5927016.73,2098762.55,2356359.93,151045.33,1320848.92,1226559.09,25390.97,68898.86,conventional,2018,California
1.19,5756632.36,2350838.88,1704810.36,135053.06,1565930.06,1465321.32,25951.12,74657.62,conventional,2018,California
1.18,4245947.2,860997.47,1144066.23,459002.28,1781881.22,1397088.59,282886.2,101906.43,conventional,2018,GreatLakes
1.16,3944850.17,784915.67,952233.04,348177.94,1859523.52,1416662.42,381069.68,61791.42,conventional,2018,GreatLakes
1.22,3953699.57,741349.12,1112605.39,380229.8,1719515.26,1237310.02,410612.84,71592.4,conventional,2018,GreatLakes
1.27,3654450.88,753405.33,984160.83,246085.46,1670799.26,1303661.73,309332.66,57804.87,conventional,2018,GreatLakes
1.19,3920643.53,663042.81,1184034.99,408305.47,1665260.26,1129063.14,433394.02,102803.1,conventional,2018,GreatLakes
1.2,3351722.04,639056.82,856103.82,251048.73,1605512.67,1146466.95,412433.13,46612.59,conventional,2018,GreatLakes
1.05,4104031.93,998859.86,1221482.58,336456.51,1547232.98,1080233.43,398603.44,68396.11,conventional,2018,GreatLakes
0.81,7094764.73,1410647.88,2875747.93,667141.61,2141227.31,1436877.51,573049.04,131300.76,conventional,2018,GreatLakes
1.18,3857262.14,818434.82,1243174.16,259671.42,1535981.74,1200021.74,312985.52,22974.48,conventional,2018,GreatLakes
1.08,4824586.17,939693.95,1678615.71,599358.14,1606918.37,1091946.07,411120.89,103851.41,conventional,2018,GreatLakes
1.31,3437563.27,778207.19,1040627.93,294793.29,1323934.86,1117531.11,183163.55,23240.2,conventional,2018,GreatLakes
1.11,4123104.83,1112028.17,1238992.5,350648.99,1421435.17,1154910.93,230241.31,36282.93,conventional,2018,GreatLakes
1.14,3911075.35,967164.69,1347066.73,25014.31,1571829.62,1390840.94,164970.47,16018.21,conventional,2018,Midsouth
1.03,4558888.55,977322.22,1305676.96,24247.96,2251641.41,2062091.77,175886.82,13662.82,conventional,2018,Midsouth
1.15,3874143.18,1003594.96,1291212.19,26832.41,1552503.62,1389780.99,153631.49,9091.14,conventional,2018,Midsouth
1.2,3554252.13,823140.05,1320402.53,27046.92,1383662.63,1172483.78,200264.2,10914.65,conventional,2018,Midsouth
1.24,3349766.24,786103.03,1219846.07,25950.6,1317866.54,1104688.0,201778.2,11400.34,conventional,2018,Midsouth
1.25,3135330.32,709218.57,1150144.86,24776.61,1251190.28,1015372.21,224403.31,11414.76,conventional,2018,Midsouth
1.1,3803512.06,1000333.25,1266291.36,24733.63,1512153.82,1303270.27,199986.79,8896.76,conventional,2018,Midsouth
0.96,5286412.87,1259113.31,1697962.55,30102.36,2299234.65,2012145.29,280722.16,6367.2,conventional,2018,Midsouth
1.19,3647362.37,778524.44,1643934.63,24013.62,1200889.68,1039975.99,157317.79,3595.9,conventional,2018,Midsouth
1.13,4022549.75,834676.76,1528592.15,23691.17,1635589.67,1400848.71,232308.25,2432.71,conventional,2018,Midsouth
1.28,3537243.04,793349.35,1435754.49,27610.81,1280528.39,1025338.52,251804.63,3385.24,conventional,2018,Midsouth
1.2,3437632.8,998436.07,1224229.25,24958.08,1190009.4,1033913.96,152674.33,3421.11,conventional,2018,Midsouth
1.35,5134637.05,443927.42,2940789.85,6733.38,1743186.4,1495884.84,232372.83,14928.73,conventional,2018,Northeast
1.34,4621126.31,453731.61,2646866.44,7610.65,1512917.61,1210266.06,287448.21,15203.34,conventional,2018,Northeast
1.27,5214137.33,412621.66,3066433.39,6214.63,1728867.65,1436116.22,279239.21,13512.22,conventional,2018,Northeast
1.22,5318554.52,364721.28,3542626.1,6184.77,1405022.37,1101807.62,291485.87,11728.88,conventional,2018,Northeast
1.3,4525386.69,413430.69,2459409.32,7486.34,1645060.34,1357273.92,275551.97,12234.45,conventional,2018,Northeast
1.31,4112725.9,371846.83,2539306.99,6573.57,1194998.51,976712.55,207823.43,10462.53,conventional,2018,Northeast
1.24,5694136.21,565852.47,3782154.05,14275.87,1331853.82,1134698.11,186733.68,10422.03,conventional,2018,Northeast
1.22,7508650.27,480603.9,5402444.45,14403.38,1611198.54,1275859.94,329682.23,5656.37,conventional,2018,Northeast
1.23,5680957.63,418911.03,3730287.55,8112.22,1523646.83,1278588.12,242866.49,2192.22,conventional,2018,Northeast
1.25,6137752.61,441673.49,4447691.02,16607.82,1231780.28,990188.67,241571.32,20.29,conventional,2018,Northeast
1.49,4073408.38,282970.7,2558511.27,8555.47,1223370.94,955649.36,267714.63,6.95,conventional,2018,Northeast
1.43,4230002.92,241291.93,2868985.89,12579.51,1107145.59,769968.02,337149.02,28.55,conventional,2018,Northeast
1.08,2298609.62,870297.25,765738.57,8214.57,654359.23,603569.13,50091.31,698.79,conventional,2018,Plains
1.06,2346527.89,948199.79,630350.03,9313.26,758664.81,701598.07,55972.31,1094.43,conventional,2018,Plains
1.15,2152113.24,917962.76,512519.24,7989.48,713641.76,630813.83,77037.43,5790.5,conventional,2018,Plains
1.15,2092354.75,888108.56,501748.08,8144.54,694353.57,627934.12,53944.75,12474.7,conventional,2018,Plains
1.13,2115879.93,879720.97,527659.45,9044.15,699455.36,641489.04,57064.05,902.27,conventional,2018,Plains
1.2,1807033.26,772199.5,506014.94,6634.13,522184.69,422152.59,99678.78,353.32,conventional,2018,Plains
1.06,2198997.16,957709.32,540048.54,6998.12,694241.18,526134.96,167565.02,541.2,conventional,2018,Plains
0.91,3316494.76,1609104.94,827998.81,9830.1,869560.91,678696.23,190573.14,291.54,conventional,2018,Plains
0.99,2533937.56,1387712.4,515698.93,6371.3,624154.93,474701.92,149437.52,15.49,conventional,2018,Plains
1.18,2208596.12,1051836.46,479599.9,7659.28,669500.48,562989.08,106461.22,50.18,conventional,2018,Plains
1.25,2033823.81,891358.6,572445.19,6526.08,563493.94,436555.79,126910.37,27.78,conventional,2018,Plains
1.17,2103531.72,1026303.18,570087.19,6096.19,501045.16,384809.96,116197.07,38.13,conventional,2018,Plains
0.7,9010588.32,3999735.71,966589.5,30130.82,4014132.29,3398569.92,546409.74,69152.63,conventional,2018,SouthCentral
0.86,6579144.13,3289390.32,1115203.69,28384.4,2146165.72,1625982.91,455350.18,64832.63,conventional,2018,SouthCentral
0.89,6621293.03,3309218.1,926223.64,28752.6,2357098.69,1820819.54,472662.31,63616.84,conventional,2018,SouthCentral
0.79,7399716.74,3596162.29,1104894.9,30623.35,2668036.2,2185246.31,416456.32,66333.57,conventional,2018,SouthCentral
0.76,7648478.57,3888705.13,989820.91,28149.02,2741803.51,2257193.31,420376.57,64233.63,conventional,2018,SouthCentral
0.78,7057862.0,3904868.07,1066061.08,25700.92,2061231.93,1513446.56,496221.25,51564.12,conventional,2018,SouthCentral
0.7,8043965.41,3886584.49,917502.14,24745.18,3215133.6,2589009.32,574460.87,51663.41,conventional,2018,SouthCentral
0.65,10323174.59,4772921.95,1623613.82,38521.35,3888117.47,3351508.25,508738.57,27870.65,conventional,2018,SouthCentral
0.82,7110840.99,3754423.75,780891.92,46906.91,2528618.41,2119296.19,408000.54,1321.68,conventional,2018,SouthCentral
0.86,7128446.75,3429393.15,931790.87,36818.11,2730444.62,2311921.49,418189.88,333.25,conventional,2018,SouthCentral
0.96,6514441.7,3135720.11,1470455.24,34008.03,1874258.32,1368263.33,505121.44,873.55,conventional,2018,SouthCentral
0.9,6148732.19,3191091.1,1064902.97,24586.38,1868151.74,1373791.28,493580.0,780.46,conventional,2018,SouthCentral
1.23,4454904.4,2489234.81,333310.56,18460.82,1613898.21,1117431.16,484934.57,11532.48,conventional,2018,Southeast
1.07,5278752.32,2993709.42,397715.46,17560.86,1869766.58,1246650.93,611691.39,11424.26,conventional,2018,Southeast
1.1,5239198.71,2984665.37,403000.78,18332.57,1833199.99,1211466.26,610537.41,11196.32,conventional,2018,Southeast
1.12,5054856.62,2956740.05,410652.92,18500.63,1668963.02,1016239.81,640717.65,12005.56,conventional,2018,Southeast
1.23,4302561.08,2378306.98,346795.18,16966.25,1560492.67,1104205.56,445832.46,10454.65,conventional,2018,Southeast
1.23,4082887.98,2267185.54,315802.19,16241.89,1483658.36,996473.57,475690.59,11494.2,conventional,2018,Southeast
0.97,5141310.45,3028127.72,399356.06,16907.18,1696919.49,1077827.17,608625.73,10466.59,conventional,2018,Southeast
0.95,7516415.07,4492704.7,625805.92,17920.43,2379984.02,1405622.59,963895.82,10465.61,conventional,2018,Southeast
1.27,4199974.24,2420770.45,355406.02,16642.51,1407155.26,901796.49,485922.1,19436.67,conventional,2018,Southeast
1.14,4954059.33,2925027.75,461260.99,15728.65,1552041.94,879462.33,647625.95,24953.66,conventional,2018,Southeast
1.31,4198992.14,2371136.88,403224.01,17012.38,1407618.87,845928.49,540110.99,21579.39,conventional,2018,Southeast
1.14,4544750.92,2749042.52,402798.53,15351.11,1377558.76,873160.78,483913.55,20484.43,conventional,2018,Southeast
0.93,7667064.46,2567279.74,1912986.38,118289.91,3068508.43,1309580.19,1745630.06,13298.18,conventional,2018,West
0.99,7254940.65,2099082.66,1707752.84,115997.93,3332107.22,1333247.05,1982086.02,16774.15,conventional,2018,West
1.0,6906412.5,2442241.76,1695925.97,130983.0,2637261.77,1435608.59,1184730.56,16922.62,conventional,2018,West
0.96,7371498.76,2676545.9,1748192.04,118365.31,2828395.51,1432984.96,1379886.53,15524.02,conventional,2018,West
0.97,7408451.31,2154414.96,1740237.35,117766.27,3396032.73,1164132.42,2205336.14,26564.17,conventional,2018,West
0.98,6783106.02,2511897.38,1645249.93,107420.55,2518538.16,1311830.11,1187897.07,18810.98,conventional,2018,West
0.93,7463494.79,2646176.67,1633418.28,109146.92,3074752.92,1203367.03,1856207.85,15178.04,conventional,2018,West
0.83,10565056.41,3121272.58,3294335.87,142553.21,4006894.75,1151399.33,2838239.39,17256.03,conventional,2018,West
1.01,7007265.31,2718390.81,1664995.75,93165.88,2530712.87,1254504.07,1260049.46,16159.34,conventional,2018,West
1.04,7053820.12,2218365.17,1811849.78,106001.28,2917603.89,1196963.03,1707643.76,12997.1,conventional,2018,West
1.05,7577456.14,2249412.86,2028819.77,113257.03,3185966.48,1152416.21,2017353.32,16196.95,conventional,2018,West
1.08,6358768.95,2061960.91,1706532.52,108441.55,2481833.97,1175889.89,1291212.75,14731.33,conventional,2018,West
1.45,98576.63,14306.68,50893.97,0.0,33375.98,29507.45,3868.53,0.0,organic,2015,California
1.35,99793.55,12746.47,48195.95,1.52,38849.61,25535.8,13313.81,0.0,organic,2015,California
1.39,98605.4,13609.24,46518.56,3.05,38474.55,24359.79,14114.76,0.0,organic,2015,California
1.48,91211.53,17839.96,47527.65,1.53,25842.39,25661.06,181.33,0.0,organic,2015,California
1.75,83415.54,13195.19,48229.29,0.0,21991.06,21671.7,319.36,0.0,organic,2015,California
1.6,89062.36,14803.41,51282.8,0.0,22976.15,22516.44,459.71,0.0,organic,2015,California
1.59,97265.23,16244.94,59089.47,0.0,21930.82,21274.01,656.81,0.0,organic,2015,California
1.66,101320.15,17074.6,62469.04,0.0,21776.51,20005.46,1771.05,0.0,organic,2015,California
1.6,104331.19,20050.21,63408.14,0.0,20872.84,20158.5,714.34,0.0,organic,2015,California
1.64,103918.03,20902.94,66867.39,0.0,16147.7,15174.85,972.85,0.0,organic,2015,California
2.01,73799.28,15960.2,48820.15,3.09,9015.84,7988.73,1027.11,0.0,organic,2015,California
2.07,70004.38,14400.49,48933.21,3.1,6667.58,6607.58,60.0,0.0,organic,2015,California
2.0,81751.48,18414.61,57015.39,0.0,6321.48,6281.48,40.0,0.0,organic,2015,California
1.85,80734.58,20639.23,50992.3,0.0,9103.05,9093.05,10.0,0.0,organic,2015,California
1.92,94267.54,28489.91,60941.41,0.0,4836.22,4802.89,33.33,0.0,organic,2015,California
1.97,95230.68,34760.74,54821.89,0.0,5648.05,5608.05,40.0,0.0,organic,2015,California
1.99,88963.61,23875.92,56393.97,0.0,8693.72,8693.72,0.0,0.0,organic,2015,California
1.98,90125.42,23449.1,55879.18,0.0,10797.14,10797.14,0.0,0.0,organic,2015,California
1.85,107431.24,30454.79,63850.97,3.11,13122.37,13122.37,0.0,0.0,organic,2015,California
1.96,90240.43,24630.76,52035.43,0.0,13574.24,13574.24,0.0,0.0,organic,2015,California
2.03,86211.24,23147.23,52640.84,0.0,10423.17,10423.17,0.0,0.0,organic,2015,California
1.99,89435.6,26067.67,54133.2,0.0,9234.73,9234.73,0.0,0.0,organic,2015,California
1.93,98449.84,31604.24,57990.08,0.0,8855.52,8855.52,0.0,0.0,organic,2015,California
1.89,103081.23,33422.15,59794.77,0.0,9864.31,9864.31,0.0,0.0,organic,2015,California
1.8,115063.87,45482.88,60702.07,3.11,8875.81,8867.16,8.65,0.0,organic,2015,California
1.67,135522.65,50367.92,74571.56,18.66,10564.51,10564.51,0.0,0.0,organic,2015,California
1.67,116913.79,46841.35,61727.62,0.0,8344.82,8341.49,3.33,0.0,organic,2015,California
1.69,116908.54,51294.9,55597.45,3.09,10013.1,10009.77,3.33,0.0,organic,2015,California
1.68,116322.44,51607.99,54937.64,43.18,9733.63,9733.63,0.0,0.0,organic,2015,California
1.67,114406.15,49301.79,52704.34,6.16,12393.86,12393.86,0.0,0.0,organic,2015,California
1.5,119999.12,52846.87,53628.31,0.0,13523.94,13523.94,0.0,0.0,organic,2015,California
1.5,135543.89,60597.97,63560.02,0.0,11385.9,11385.9,0.0,0.0,organic,2015,California
1.49,133759.31,65830.84,56261.16,0.0,11667.31,11667.31,0.0,0.0,organic,2015,California
1.4,160570.28,77103.7,70434.57,0.0,13032.01,13032.01,0.0,0.0,organic,2015,California
1.48,119059.56,54176.97,51542.88,0.0,13339.71,13339.71,0.0,0.0,organic,2015,California
1.5,128166.45,63539.73,51223.93,0.0,13402.79,13402.79,0.0,0.0,organic,2015,California
1.52,123851.34,55948.06,57078.01,1.49,10823.78,10823.78,0.0,0.0,organic,2015,California
1.5,119549.28,59861.05,49554.48,0.0,10133.75,10133.75,0.0,0.0,organic,2015,California
1.52,120814.24,57082.3,51295.72,0.0,12436.22,12436.22,0.0,0.0,organic,2015,California
1.53,111423.89,56829.47,44390.86,0.0,10203.56,10203.56,0.0,0.0,organic,2015,California
1.3,112284.57,64969.37,40012.49,0.0,7302.71,7302.71,0.0,0.0,organic,2015,California
1.52,94419.17,65441.32,21855.14,0.0,7122.71,7122.71,0.0,0.0,organic,2015,California
1.48,108346.9,75016.11,21619.82,0.0,11710.97,11710.97,0.0,0.0,organic,2015,California
1.15,250298.58,178033.64,59786.79,0.0,12478.15,12478.15,0.0,0.0,organic,2015,California
1.41,136421.88,102232.31,25715.73,0.0,8473.84,8470.51,3.33,0.0,organic,2015,California
1.52,116499.36,85444.97,21689.75,0.0,9364.64,9364.64,0.0,0.0,organic,2015,California
1.35,132790.41,94440.9,24587.9,0.0,13761.61,13761.61,0.0,0.0,organic,2015,California
1.11,196031.9,142332.45,41999.51,2.92,11697.02,11697.02,0.0,0.0,organic,2015,California
1.3,121698.02,80952.24,28216.13,0.0,12529.65,12529.65,0.0,0.0,organic,2015,California
1.24,195207.6,123138.29,58616.16,0.0,13453.15,13453.15,0.0,0.0,organic,2015,California
1.1,158110.68,123712.51,25975.27,1.47,8421.43,8421.43,0.0,0.0,organic,2015,California
1.24,142349.77,107490.73,25711.96,2.93,9144.15,9144.15,0.0,0.0,organic,2015,California
1.49,66775.85,6557.08,43451.67,4.66,16762.44,6579.3,10183.14,0.0,organic,2015,GreatLakes
1.55,62669.16,7341.18,45409.35,6.23,9912.4,4761.67,5150.73,0.0,organic,2015,GreatLakes
1.53,65341.66,7762.24,46066.59,0.0,11512.83,4150.64,7362.19,0.0,organic,2015,GreatLakes
1.6,71502.74,7269.3,53935.3,3.12,10295.02,5915.04,4379.98,0.0,organic,2015,GreatLakes
1.61,59169.17,6464.54,46706.82,0.0,5997.81,3485.76,2512.05,0.0,organic,2015,GreatLakes
1.57,67773.07,8031.45,52934.16,0.0,6807.46,3107.27,3700.19,0.0,organic,2015,GreatLakes
1.54,72434.15,7998.72,54649.47,12.57,9773.39,4987.47,4785.92,0.0,organic,2015,GreatLakes
1.54,77222.36,7904.17,54952.16,127.35,14238.68,7297.5,6941.18,0.0,organic,2015,GreatLakes
1.59,75586.78,7785.24,54952.19,261.3,12588.05,5592.13,6995.92,0.0,organic,2015,GreatLakes
1.58,77066.63,9037.35,54687.19,108.75,13233.34,7451.64,5781.7,0.0,organic,2015,GreatLakes
1.6,75238.38,9125.57,50799.97,0.0,15312.84,6138.54,9174.3,0.0,organic,2015,GreatLakes
1.6,69918.93,6468.53,50913.46,0.0,12536.94,5310.04,7226.9,0.0,organic,2015,GreatLakes
1.67,70410.49,6795.29,53256.82,0.0,10358.38,5494.36,4864.02,0.0,organic,2015,GreatLakes
1.66,70809.98,7925.81,55025.02,0.0,7859.15,4464.32,3394.83,0.0,organic,2015,GreatLakes
1.68,75306.07,8591.69,60724.74,0.0,5989.64,4811.55,1178.09,0.0,organic,2015,GreatLakes
1.67,83530.33,9336.46,64212.51,0.0,9981.36,5498.57,4482.79,0.0,organic,2015,GreatLakes
1.61,95931.87,10710.92,70456.63,0.0,14764.32,8139.62,6624.7,0.0,organic,2015,GreatLakes
1.56,96236.54,12072.61,68165.17,0.0,15998.76,5736.66,10262.1,0.0,organic,2015,GreatLakes
1.59,107306.08,16868.78,74972.26,4.72,15460.32,6945.82,8514.5,0.0,organic,2015,GreatLakes
1.72,92086.0,7870.21,75764.76,0.0,8451.03,4920.39,3530.64,0.0,organic,2015,GreatLakes
1.7,84089.07,6759.99,64669.41,7.88,12651.79,9238.64,3413.15,0.0,organic,2015,GreatLakes
1.64,82380.97,4097.55,68639.13,4.73,9639.56,5115.58,4523.98,0.0,organic,2015,GreatLakes
1.5,87348.95,3971.27,63468.5,0.0,19909.18,4387.73,15521.45,0.0,organic,2015,GreatLakes
1.48,81489.76,3513.22,55925.95,0.0,22050.59,2919.87,19130.72,0.0,organic,2015,GreatLakes
1.4,88179.72,2857.11,56288.88,0.0,29033.73,5550.17,23483.56,0.0,organic,2015,GreatLakes
1.54,86288.07,3459.78,64726.47,0.0,18101.82,6963.33,11138.49,0.0,organic,2015,GreatLakes
1.59,71801.27,3449.4,58422.4,3.16,9926.31,4277.9,5648.41,0.0,organic,2015,GreatLakes
1.62,72563.98,4039.33,57352.16,1.58,11170.91,5417.71,5753.2,0.0,organic,2015,GreatLakes
1.58,80790.46,3599.24,60044.76,0.0,17146.46,11975.99,5170.47,0.0,organic,2015,GreatLakes
1.55,81945.35,4002.95,58492.04,3.15,19447.21,10793.27,8653.94,0.0,organic,2015,GreatLakes
1.65,79819.77,3599.67,58929.65,0.0,17290.45,12356.85,4933.6,0.0,organic,2015,GreatLakes
1.66,79844.57,4379.87,61338.68,0.0,14126.02,9484.68,4641.34,0.0,organic,2015,GreatLakes
1.44,82513.95,3514.15,57296.83,0.0,21702.97,8158.29,13544.68,0.0,organic,2015,GreatLakes
1.13,171746.76,4838.87,99557.66,1.56,67348.67,10756.98,56591.69,0.0,organic,2015,GreatLakes
1.22,143144.15,4609.7,106059.64,9.31,32465.5,8315.3,24150.2,0.0,organic,2015,GreatLakes
1.55,92616.45,3518.79,73735.0,0.0,15362.66,9119.01,6243.65,0.0,organic,2015,GreatLakes
1.57,85825.52,3155.93,68315.02,1.54,14353.03,10861.1,3491.93,0.0,organic,2015,GreatLakes
1.42,149583.28,3254.92,135705.27,0.0,10623.09,8421.24,2201.85,0.0,organic,2015,GreatLakes
1.51,81495.39,2559.69,60473.81,0.0,18461.89,9256.24,9205.65,0.0,organic,2015,GreatLakes
1.62,64282.45,2606.14,51107.34,0.0,10568.97,9963.32,605.65,0.0,organic,2015,GreatLakes
1.63,56818.47,3057.74,51274.78,0.0,2485.95,1992.35,493.6,0.0,organic,2015,GreatLakes
1.55,65534.87,3884.91,47489.47,0.0,14160.49,8669.15,5491.34,0.0,organic,2015,GreatLakes
1.6,74152.81,3590.18,46265.47,10.54,24286.62,20700.55,3586.07,0.0,organic,2015,GreatLakes
1.69,61260.09,3154.34,43284.57,0.0,14821.18,13128.9,1692.28,0.0,organic,2015,GreatLakes
1.68,56569.37,3756.4,41242.41,0.0,11570.56,8327.94,3242.62,0.0,organic,2015,GreatLakes
1.65,58236.29,3633.54,40867.13,0.0,13735.62,11050.0,2685.62,0.0,organic,2015,GreatLakes
1.64,58545.6,3711.76,35512.66,0.0,19321.18,17758.89,1562.29,0.0,organic,2015,GreatLakes
1.53,63248.58,4062.76,46378.83,0.0,12806.99,8615.6,4191.39,0.0,organic,2015,GreatLakes
1.63,59906.52,3609.5,45327.3,0.0,10969.72,6137.81,4831.91,0.0,organic,2015,GreatLakes
1.73,57646.9,3941.59,43653.15,0.0,10052.16,6511.7,3540.46,0.0,organic,2015,GreatLakes
1.69,58061.65,4362.25,44552.46,0.0,9146.94,7266.75,1880.19,0.0,organic,2015,GreatLakes
1.54,61615.1,3633.93,42963.06,0.0,15018.11,9763.55,5254.56,0.0,organic,2015,GreatLakes
1.6,51768.23,2070.07,25260.38,2431.47,22006.31,11522.75,10483.56,0.0,organic,2015,Midsouth
1.71,43696.22,2258.69,27086.7,2382.98,11967.85,9205.1,2762.75,0.0,organic,2015,Midsouth
1.68,46565.74,2651.64,24678.0,1960.98,17275.12,10126.62,7148.5,0.0,organic,2015,Midsouth
